revisited,avg_avg_bitrate,avg_buffer_ratio,avg_buffer_underruns,avg_playtime,avg_startup_time,avg_bitrate,bufferRatio,buffer_underruns,playtime,startup_time,betterBitrate,betterBufferRatio,betterBufferUnderruns,betterPlayTime,betterStartupTime,visitsSameDay
0,1.8112106666666667,0.0,0.0,111.96388888888889,1.3195,0.51574,0.0,0.0,293.6666666666667,2.672,0.0,0.0,0.0,1.0,0.0,2
0,0.0,11.834188034188033,0.3333333333333333,1.138888888888889,4.361666666666667,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1
0,3.24936,0.0,0.0,31.570833333333333,4.4515,4.18593,0.0,0.0,15.383333333333333,5.833,1.0,0.0,0.0,0.0,1.0,1
0,1.5376128205128208,0.765897976267853,0.5726495726495725,44.18347578347578,2.792094017094018,1.61714,0.0,0.0,35.63333333333333,2.049,1.0,0.0,0.0,0.0,1.0,4
0,1.9634597115384615,3.925585704950903,0.7980769230769231,20.458333333333314,3.1301346153846175,1.70537,0.0,0.0,33.583333333333336,2.032,0.0,0.0,0.0,1.0,1.0,8
0,0.09551566787003621,5.737205480218656,0.17328519855595678,18.66371841155235,2.168169675090256,0.0,0.0,0.0,95.23333333333333,2.593,0.0,0.0,0.0,1.0,1.0,0
0,9.47145657500002,4.42384790098217,0.25999999999999984,27.023958333333358,1.973555000000001,11.9401,0.3903387703889586,1.0,132.83333333333334,1.54,1.0,0.0,0.0,1.0,0.0,0
0,0.0,3.0099038117077153,0.06074766355140186,18.847585669781953,4.865214953271033,0.0,0.0,0.0,19.566666666666666,4.625,0.0,0.0,0.0,1.0,1.0,7
0,1.266956923076923,0.0,0.0,5.295512820512816,1.6879230769230775,1.24588,0.0,0.0,2.4833333333333334,1.213,1.0,0.0,0.0,0.0,1.0,6
0,1.6666323461538457,0.007615923795830337,0.019230769230769225,38.59615384615384,2.952288461538461,1.79823,0.0,0.0,20.183333333333334,2.898,0.0,0.0,0.0,1.0,0.0,0
0,1.2345761567164177,18.91627140728186,0.34328358208955223,70.65298507462687,2.671723880597015,2.65776,0.0,0.0,15.133333333333333,1.899,1.0,0.0,0.0,1.0,0.0,0
0,0.0,4.269481987196024,0.2,28.50754901960783,2.6886588235294107,0.0,0.0,0.0,34.05,3.036,0.0,0.0,0.0,0.0,0.0,0
0,1.4868735294117648,0.0,0.0,0.7345938375350141,2.3453277310924383,1.23042,0.0,0.0,0.7166666666666667,2.17,0.0,0.0,0.0,1.0,0.0,24
0,1.3829069108527126,4.484141801976191,0.47286821705426363,15.971091731266164,2.8692170542635664,1.59876,1.4443409408476944,14.0,35.78333333333333,2.964,0.0,0.0,0.0,0.0,0.0,7
0,1.4880647307692303,27.026217932569505,1.4230769230769231,32.81410256410256,6.680192307692307,0.841489,251.0669344042838,24.0,49.8,2.657,0.0,0.0,0.0,1.0,0.0,2
0,9.046932565217398,36.828189093597004,0.8115942028985508,37.168840579710135,2.434463768115943,14.1574,0.0,0.0,33.516666666666666,2.193,1.0,0.0,0.0,0.0,1.0,2
0,2.7249694049586775,5.817875243685762,0.09090909090909091,90.35881542699728,4.368413223140497,0.15444,0.0,0.0,34.81666666666667,3.246,0.0,0.0,0.0,0.0,1.0,0
0,3.6779820655737674,0.08824124671119207,0.01092896174863388,35.31848816029141,3.5154262295081966,0.372709,0.0,0.0,165.5,3.245,0.0,0.0,0.0,1.0,0.0,9
